site,plot_id,gen_sp,common_nNL,cover,latitude,longitude,
De Bruuk,BK_B_TG_04,Holcus_lanatus,Gestreepte witbol,3,,,
De Bruuk,BK_B_TG_04,Lotus_pedunculatus,Moerasrolklaver,1,,,
De Bruuk,BK_B_TG_04,Rhinanthus_angustifolius,Grote ratelaar,+,,,
De Bruuk,BK_B_TG_04,Salix_cinerea,Grauwe en Rossige wilg,+,,,
De Bruuk,BK_B_TG_04,Dactylorhiza_praetermissa,Rietorchis,+,,,
De Bruuk,BK_B_TG_04,Anthoxanthum_odoratum,Gewoon reukgras,2b,,,
De Bruuk,BK_B_TG_04,Trifolium_pratense,Rode klaver,+,,,
De Bruuk,BK_B_TG_04,Lythrum_salicaria,Grote kattenstaart,+,,,
De Bruuk,BK_B_TG_04,Silene_floscuculi,Echte koekoeksbloem,+,,,
De Bruuk,BK_B_TG_04,Cerastium_fontanum,Gewone hoornbloem,+,,,
De Bruuk,BK_B_TG_04,Juncus_acutiflorus,Veldrus,3,,,
De Bruuk,BK_B_TG_04,Dactylorhiza_incarnata,Vleeskleurige orchis,r,,,
De Bruuk,BK_B_TG_04,Myosotis_laxa,Zompvergeet-mij-nietje,+,,,
De Bruuk,BK_B_TG_04,Phragmites_australis,Riet,2a,,,
De Bruuk,BK_B_TG_04,Carex_acuta,Scherpe zegge,+,,,
De Bruuk,BK_B_TG_04,Plantago_lanceolata,Smalle weegbree,+,,,
De Bruuk,BK_B_TG_04,Rumex_acetosa,Veldzuring,r,,,
De Bruuk,BK_B_TG_04,Myosotis_scorpioides,Moerasvergeet-mij-nietje,+,,,
De Bruuk,BK_B_TG_05,Cynosurus_cristatus,Kamgras,1,,,
De Bruuk,BK_B_TG_05,Holcus_lanatus,Gestreepte witbol,2a,,,
De Bruuk,BK_B_TG_05,Lotus_pedunculatus,Moerasrolklaver,1,,,
De Bruuk,BK_B_TG_05,Rhinanthus_angustifolius,Grote ratelaar,+,,,
De Bruuk,BK_B_TG_05,Salix_cinerea,Grauwe en Rossige wilg,2b,,,
De Bruuk,BK_B_TG_05,Trifolium_dubium,Kleine klaver,+,,,
De Bruuk,BK_B_TG_05,Anthoxanthum_odoratum,Gewoon reukgras,2a,,,
De Bruuk,BK_B_TG_05,Betula_pubescens,Zachte berk,+,,,
De Bruuk,BK_B_TG_05,Juncus_effusus,Pitrus,+,,,
De Bruuk,BK_B_TG_05,Trifolium_pratense,Rode klaver,1,,,
De Bruuk,BK_B_TG_05,Betula_pendula,Ruwe berk,+,,,
De Bruuk,BK_B_TG_05,Silene_floscuculi,Echte koekoeksbloem,+,,,
De Bruuk,BK_B_TG_05,Carex_demissa,Geelgroene zegge,+,,,
De Bruuk,BK_B_TG_05,Cerastium_fontanum,Gewone hoornbloem,+,,,
De Bruuk,BK_B_TG_05,Cirsium_palustre,Kale jonker,+,,,
De Bruuk,BK_B_TG_05,Juncus_acutiflorus,Veldrus,3,,,
De Bruuk,BK_B_TG_05,Myosotis_laxa,Zompvergeet-mij-nietje,+,,,
De Bruuk,BK_B_TG_05,Alnus_glutinosa,Zwarte els,+,,,
De Bruuk,BK_B_TG_05,Ranunculus_acris,Scherpe boterbloem,+,,,
De Bruuk,BK_B_TG_05,Dactylorhiza_maculata,Gevlekte orchis,+,,,
De Bruuk,BK_B_TG_05,Agrostis_capillaris,Gewoon struisgras,+,,,
De Bruuk,BK_B_TG_05,Carex_pallescens,Bleke zegge,+,,,
De Bruuk,BK_B_TG_05,Plantago_lanceolata,Smalle weegbree,+,,,
De Bruuk,BK_B_TG_05,Epilobium_tetragonum,Kantige basterdwederik,+,,,
De Bruuk,BK_B_TG_05,Myosotis_scorpioides,Moerasvergeet-mij-nietje,2m,,,
De Bruuk,BK_B_TG_06,Cynosurus_cristatus,Kamgras,+,,,
De Bruuk,BK_B_TG_06,Holcus_lanatus,Gestreepte witbol,2a,,,
De Bruuk,BK_B_TG_06,Rhinanthus_angustifolius,Grote ratelaar,+,,,
De Bruuk,BK_B_TG_06,Salix_cinerea,Grauwe en Rossige wilg,+,,,
De Bruuk,BK_B_TG_06,Trifolium_dubium,Kleine klaver,+,,,
De Bruuk,BK_B_TG_06,Dactylorhiza_praetermissa,Rietorchis,+,,,
De Bruuk,BK_B_TG_06,Anthoxanthum_odoratum,Gewoon reukgras,2a,,,
De Bruuk,BK_B_TG_06,Trifolium_pratense,Rode klaver,+,,,
De Bruuk,BK_B_TG_06,Silene_floscuculi,Echte koekoeksbloem,+,,,
De Bruuk,BK_B_TG_06,Carex_demissa,Geelgroene zegge,+,,,
De Bruuk,BK_B_TG_06,Cirsium_palustre,Kale jonker,2a,,,
De Bruuk,BK_B_TG_06,Juncus_acutiflorus,Veldrus,4,,,
De Bruuk,BK_B_TG_06,Epilobium_parviflorum,Viltige basterdwederik,+,,,
De Bruuk,BK_B_TG_06,Ranunculus_repens,Kruipende boterbloem,1,,,
De Bruuk,BK_B_TG_06,Alnus_glutinosa,Zwarte els,2a,,,
De Bruuk,BK_B_TG_06,Ranunculus_acris,Scherpe boterbloem,+,,,
De Bruuk,BK_B_TG_06,Dactylorhiza_maculata,Gevlekte orchis,+,,,
De Bruuk,BK_B_TG_06,Carex_disticha,Tweerijige zegge,+,,,
De Bruuk,BK_B_TG_06,Myosotis_scorpioides,Moerasvergeet-mij-nietje,+,,,
De Bruuk,BK_B_TG_06,Juncus_effusus,Pitrus,+,,,
De Bruuk,BK_B_TG_06,Plantago_lanceolata,Smalle weegbree,+,,,
De Bruuk,BK_B_T_01,Lotus_pedunculatus,,1,,,
De Bruuk,BK_B_T_01,Rhinanthus_angustifolius,,+,,,
De Bruuk,BK_B_T_01,Salix_cinerea,,2a,,,
De Bruuk,BK_B_T_01,Dactylorhiza_praetermissa,,+,,,
De Bruuk,BK_B_T_01,Anthoxanthum_odoratum,,1,,,
De Bruuk,BK_B_T_01,Betula_pubescens,,2a,,,
De Bruuk,BK_B_T_01,Juncus_effusus,,+,,,
De Bruuk,BK_B_T_01,Hypericum_tetrapterum,,r,,,
De Bruuk,BK_B_T_01,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_T_01,Luzula_campestris,,1,,,
De Bruuk,BK_B_T_01,Silene_floscuculi,,+,,,
De Bruuk,BK_B_T_01,Carex_demissa,,+,,,
De Bruuk,BK_B_T_01,Cerastium_fontanum,,+,,,
De Bruuk,BK_B_T_01,Juncus_acutiflorus,,2b,,,
De Bruuk,BK_B_T_01,Epilobium_parviflorum,,+,,,
De Bruuk,BK_B_T_01,Ranunculus_acris,,1,,,
De Bruuk,BK_B_T_01,Equisetum_palustre,,1,,,
De Bruuk,BK_B_T_01,Ajuga_reptans,,2a,,,
De Bruuk,BK_B_T_01,Plantago_lanceolata,,+,,,
De Bruuk,BK_B_T_01,Rumex_acetosa,,+,,,
De Bruuk,BK_B_T_01,Myosotis_scorpioides,,+,,,
De Bruuk,BK_B_T_02,Cynosurus_cristatus,,2m,,,
De Bruuk,BK_B_T_02,Holcus_lanatus,,2a,,,
De Bruuk,BK_B_T_02,Lotus_pedunculatus,,1,,,
De Bruuk,BK_B_T_02,Rhinanthus_angustifolius,,+,,,
De Bruuk,BK_B_T_02,Salix_cinerea,,2a,,,
De Bruuk,BK_B_T_02,Galium_palustre,,1,,,
De Bruuk,BK_B_T_02,Dactylorhiza_praetermissa,,+,,,
De Bruuk,BK_B_T_02,Anthoxanthum_odoratum,,2m,,,
De Bruuk,BK_B_T_02,Juncus_effusus,,+,,,
De Bruuk,BK_B_T_02,Cardamine_pratensis,,r,,,
De Bruuk,BK_B_T_02,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_T_02,Silene_floscuculi,,+,,,
De Bruuk,BK_B_T_02,Carex_demissa,,+,,,
De Bruuk,BK_B_T_02,Cirsium_palustre,,+,,,
De Bruuk,BK_B_T_02,Juncus_acutiflorus,,4,,,
De Bruuk,BK_B_T_02,Myosotis_laxa,,+,,,
De Bruuk,BK_B_T_02,Ranunculus_repens,,1,,,
De Bruuk,BK_B_T_02,Alnus_glutinosa,,2a,,,
De Bruuk,BK_B_T_02,Ranunculus_acris,,+,,,
De Bruuk,BK_B_T_02,Carex_ovalis,,+,,,
De Bruuk,BK_B_T_02,Myosotis_scorpioides,,+,,,
De Bruuk,BK_B_T_02,Equisetum_arvense,,+,,,
De Bruuk,BK_B_T_02,Jacobaea_vulgaris,,+,,,
De Bruuk,BK_B_T_03,Cynosurus_cristatus,,+,,,
De Bruuk,BK_B_T_03,Holcus_lanatus,,+,,,
De Bruuk,BK_B_T_03,Lotus_pedunculatus,,+,,,
De Bruuk,BK_B_T_03,Galium_palustre,,+,,,
De Bruuk,BK_B_T_03,Juncus_effusus,,2m,,,
De Bruuk,BK_B_T_03,Cardamine_pratensis,,+,,,
De Bruuk,BK_B_T_03,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_T_03,Silene_floscuculi,,+,,,
De Bruuk,BK_B_T_03,Carex_demissa,,+,,,
De Bruuk,BK_B_T_03,Juncus_acutiflorus,,4,,,
De Bruuk,BK_B_T_03,Eleocharis_palustris,,2m,,,
De Bruuk,BK_B_T_03,Myosotis_laxa,,1,,,
De Bruuk,BK_B_T_03,Ranunculus_repens,,+,,,
De Bruuk,BK_B_T_03,Equisetum_palustre,,+,,,
De Bruuk,BK_B_T_03,Carex_ovalis,,2a,,,
De Bruuk,BK_B_T_03,Myosotis_scorpioides,,+,,,
De Bruuk,BK_B_T_03,Jacobaea_vulgaris,,+,,,
De Bruuk,BK_B_T_03,Festuca_arundinacea,,+,,,
De Bruuk,BK_B_T_03,Ranunculus_flammula,,1,,,
De Bruuk,BK_B_T_03,Stellaria_palustris,,r,,,
De Bruuk,BK_B_T_04,Holcus_lanatus,,+,,,
De Bruuk,BK_B_T_04,Lotus_pedunculatus,,1,,,
De Bruuk,BK_B_T_04,Pedicularis_palustris,,+,,,
De Bruuk,BK_B_T_04,Salix_cinerea,,+,,,
De Bruuk,BK_B_T_04,Galium_palustre,,1,,,
De Bruuk,BK_B_T_04,Anthoxanthum_odoratum,,+,,,
De Bruuk,BK_B_T_04,Trifolium_pratense,,+,,,
De Bruuk,BK_B_T_04,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_T_04,Juncus_acutiflorus,,4,,,
De Bruuk,BK_B_T_04,Myosotis_laxa,,+,,,
De Bruuk,BK_B_T_04,Ranunculus_repens,,1,,,
De Bruuk,BK_B_T_04,Agrostis_capillaris,,+,,,
De Bruuk,BK_B_T_04,Carex_ovalis,,+,,,
De Bruuk,BK_B_T_04,Myosotis_scorpioides,,+,,,
De Bruuk,BK_B_T_04,Jacobaea_vulgaris,,+,,,
De Bruuk,BK_B_T_04,Ranunculus_flammula,,1,,,
De Bruuk,BK_B_T_04,Veronica_scutellata,,r,,,
De Bruuk,BK_B_T_05,Cynosurus_cristatus,,+,,,
De Bruuk,BK_B_T_05,Holcus_lanatus,,+,,,
De Bruuk,BK_B_T_05,Lotus_pedunculatus,,1,,,
De Bruuk,BK_B_T_05,Salix_cinerea,,3,,,
De Bruuk,BK_B_T_05,Galium_palustre,,+,,,
De Bruuk,BK_B_T_05,Dactylorhiza_praetermissa,,r,,,
De Bruuk,BK_B_T_05,Anthoxanthum_odoratum,,1,,,
De Bruuk,BK_B_T_05,Juncus_effusus,,+,,,
De Bruuk,BK_B_T_05,Cardamine_pratensis,,+,,,
De Bruuk,BK_B_T_05,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_T_05,Silene_floscuculi,,+,,,
De Bruuk,BK_B_T_05,Carex_demissa,,+,,,
De Bruuk,BK_B_T_05,Cirsium_palustre,,+,,,
De Bruuk,BK_B_T_05,Juncus_acutiflorus,,4,,,
De Bruuk,BK_B_T_05,Myosotis_laxa,,r,,,
De Bruuk,BK_B_T_05,Ranunculus_repens,,+,,,
De Bruuk,BK_B_T_05,Equisetum_palustre,,+,,,
De Bruuk,BK_B_T_05,Myosotis_scorpioides,,+,,,
De Bruuk,BK_B_T_05,Ranunculus_flammula,,+,,,
De Bruuk,BK_B_T_05,Taraxacum_officinale,,r,,,
De Bruuk,BK_ B_R_01,Carex_panicea,,4,,,
De Bruuk,BK_ B_R_01,Holcus_lanatus,,+,,,
De Bruuk,BK_ B_R_01,Salix_cinerea,,r,,,
De Bruuk,BK_ B_R_01,Succisa_pratensis,,+,,,
De Bruuk,BK_ B_R_01,Anthoxanthum_odoratum,,+,,,
De Bruuk,BK_ B_R_01,Cirsium_dissectum,,r,,,
De Bruuk,BK_ B_R_01,Lythrum_salicaria,,+,,,
De Bruuk,BK_ B_R_01,Potentilla_erecta,,+,,,
De Bruuk,BK_ B_R_01,Carex_demissa,,2a,,,
De Bruuk,BK_ B_R_01,Juncus_acutiflorus,,3,,,
De Bruuk,BK_ B_R_01,Mentha_aquatica,,+,,,
De Bruuk,BK_ B_R_01,Alnus_glutinosa,,+,,,
De Bruuk,BK_ B_R_01,Dactylorhiza_maculata,,r,,,
De Bruuk,BK_ B_R_01,Agrostis_capillaris,,+,,,
De Bruuk,BK_ B_R_01,Carex_pulicaris,,2a,,,
De Bruuk,BK_ B_R_01,Equisetum_palustre,,+,,,
De Bruuk,BK_ B_R_01,Jacobaea_vulgaris,,+,,,
De Bruuk,BK_ B_R_01,Ranunculus_flammula,,+,,,
De Bruuk,BK_ B_R_01,Taraxacum_officinale,,+,,,
De Bruuk,BK_ B_R_01,Lysimachia_vulgaris,,+,,,
De Bruuk,BK_ B_R_02,Carex_panicea,,4,,,
De Bruuk,BK_ B_R_02,Holcus_lanatus,,1,,,
De Bruuk,BK_ B_R_02,Lotus_pedunculatus,,+,,,
De Bruuk,BK_ B_R_02,Salix_cinerea,,r,,,
De Bruuk,BK_ B_R_02,Galium_palustre,,+,,,
De Bruuk,BK_ B_R_02,Anthoxanthum_odoratum,,1,,,
De Bruuk,BK_ B_R_02,Hypochaeris_radicata,,r,,,
De Bruuk,BK_ B_R_02,Juncus_effusus,,+,,,
De Bruuk,BK_ B_R_02,Prunella_vulgaris,,1,,,
De Bruuk,BK_ B_R_02,Filipendula_ulmaria,,r,,,
De Bruuk,BK_ B_R_02,Lythrum_salicaria,,+,,,
De Bruuk,BK_ B_R_02,Potentilla_erecta,,+,,,
De Bruuk,BK_ B_R_02,Carex_demissa,,2a,,,
De Bruuk,BK_ B_R_02,Cirsium_palustre,,+,,,
De Bruuk,BK_ B_R_02,Hydrocotyle_vulgaris,,1,,,
De Bruuk,BK_ B_R_02,Juncus_acutiflorus,,2a,,,
De Bruuk,BK_ B_R_02,Mentha_aquatica,,+,,,
De Bruuk,BK_ B_R_02,Alnus_glutinosa,,+,,,
De Bruuk,BK_ B_R_02,Agrostis_capillaris,,+,,,
De Bruuk,BK_ B_R_02,Carex_pulicaris,,+,,,
De Bruuk,BK_ B_R_02,Ajuga_reptans,,1,,,
De Bruuk,BK_ B_R_02,Plantago_lanceolata,,+,,,
De Bruuk,BK_ B_R_02,Ranunculus_flammula,,+,,,
De Bruuk,BK_ B_R_02,Lysimachia_vulgaris,,1,,,
De Bruuk,BK_ B_R_02,Luzula_campestris,,+,,,
De Bruuk,BK_ B_R_02,Centaurea_jacea,,+,,,
De Bruuk,BK_ B_R_03,Carex_panicea,,2b,,,
De Bruuk,BK_ B_R_03,Holcus_lanatus,,+,,,
De Bruuk,BK_ B_R_03,Salix_cinerea,,+,,,
De Bruuk,BK_ B_R_03,Succisa_pratensis,,+,,,
De Bruuk,BK_ B_R_03,Galium_palustre,,1,,,
De Bruuk,BK_ B_R_03,Anthoxanthum_odoratum,,2m,,,
De Bruuk,BK_ B_R_03,Cirsium_dissectum,,+,,,
De Bruuk,BK_ B_R_03,Juncus_effusus,,3,,,
De Bruuk,BK_ B_R_03,Prunella_vulgaris,,+,,,
De Bruuk,BK_ B_R_03,Betula_pendula,,+,,,
De Bruuk,BK_ B_R_03,Potentilla_erecta,,+,,,
De Bruuk,BK_ B_R_03,Carex_demissa,,2b,,,
De Bruuk,BK_ B_R_03,Cirsium_palustre,,2a,,,
De Bruuk,BK_ B_R_03,Juncus_acutiflorus,,1,,,
De Bruuk,BK_ B_R_03,Mentha_aquatica,,+,,,
De Bruuk,BK_ B_R_03,Myosotis_laxa,,+,,,
De Bruuk,BK_ B_R_03,Alnus_glutinosa,,+,,,
De Bruuk,BK_ B_R_03,Ranunculus_acris,,+,,,
De Bruuk,BK_ B_R_03,Dactylorhiza_maculata,,r,,,
De Bruuk,BK_ B_R_03,Agrostis_capillaris,,+,,,
De Bruuk,BK_ B_R_03,Carex_pulicaris,,+,,,
De Bruuk,BK_ B_R_03,Ajuga_reptans,,2m,,,
De Bruuk,BK_ B_R_03,Plantago_lanceolata,,+,,,
De Bruuk,BK_ B_R_03,Ranunculus_flammula,,+,,,
De Bruuk,BK_ B_R_03,Lysimachia_vulgaris,,+,,,
De Bruuk,BK_ B_R_03,Angelica_archangelica,,r,,,
De Bruuk,BK_ B_R_03,Quercus_robur,,r,,,
De Bruuk,BK_ B_R_04,Carex_panicea,,2m,,,
De Bruuk,BK_ B_R_04,Eriophorum_angustifolium,,+,,,
De Bruuk,BK_ B_R_04,Holcus_lanatus,,2a,,,
De Bruuk,BK_ B_R_04,Lotus_pedunculatus,,+,,,
De Bruuk,BK_ B_R_04,Pedicularis_palustris,,+,,,
De Bruuk,BK_ B_R_04,Salix_cinerea,,+,,,
De Bruuk,BK_ B_R_04,Galium_palustre,,1,,,
De Bruuk,BK_ B_R_04,Anthoxanthum_odoratum,,2a,,,
De Bruuk,BK_ B_R_04,Cirsium_dissectum,,r,,,
De Bruuk,BK_ B_R_04,Juncus_effusus,,1,,,
De Bruuk,BK_ B_R_04,Prunella_vulgaris,,+,,,
De Bruuk,BK_ B_R_04,Lythrum_salicaria,,r,,,
De Bruuk,BK_ B_R_04,Silene_floscuculi,,+,,,
De Bruuk,BK_ B_R_04,Potentilla_erecta,,+,,,
De Bruuk,BK_ B_R_04,Carex_demissa,,2a,,,
De Bruuk,BK_ B_R_04,Carex_echinata,,+,,,
De Bruuk,BK_ B_R_04,Cirsium_palustre,,2a,,,
De Bruuk,BK_ B_R_04,Juncus_acutiflorus,,3,,,
De Bruuk,BK_ B_R_04,Mentha_aquatica,,+,,,
De Bruuk,BK_ B_R_04,Eleocharis_palustris,,+,,,
De Bruuk,BK_ B_R_04,Myosotis_laxa,,+,,,
De Bruuk,BK_ B_R_04,Alnus_glutinosa,,r,,,
De Bruuk,BK_ B_R_04,Ranunculus_acris,,+,,,
De Bruuk,BK_ B_R_04,Dactylorhiza_maculata,,+,,,
De Bruuk,BK_ B_R_04,Agrostis_capillaris,,+,,,
De Bruuk,BK_ B_R_04,Ajuga_reptans,,1,,,
De Bruuk,BK_ B_R_04,Plantago_lanceolata,,+,,,
De Bruuk,BK_ B_R_04,Ranunculus_flammula,,+,,,
De Bruuk,BK_ B_R_04,Lysimachia_vulgaris,,1,,,
De Bruuk,BK_ B_R_04,Carex_acutiformis,,+,,,
De Bruuk,BK_ B_R_04,Luzula_multiflora,,+,,,
De Bruuk,BK_ B_R_05,Carex_panicea,,3,,,
De Bruuk,BK_ B_R_05,Holcus_lanatus,,1,,,
De Bruuk,BK_ B_R_05,Lotus_pedunculatus,,+,,,
De Bruuk,BK_ B_R_05,Salix_cinerea,,2a,,,
De Bruuk,BK_ B_R_05,Succisa_pratensis,,+,,,
De Bruuk,BK_ B_R_05,Trifolium_dubium,,+,,,
De Bruuk,BK_ B_R_05,Galium_palustre,,+,,,
De Bruuk,BK_ B_R_05,Anthoxanthum_odoratum,,1,,,
De Bruuk,BK_ B_R_05,Lythrum_salicaria,,+,,,
De Bruuk,BK_ B_R_05,Potentilla_erecta,,+,,,
De Bruuk,BK_ B_R_05,Carex_demissa,,2b,,,
De Bruuk,BK_ B_R_05,Cirsium_palustre,,+,,,
De Bruuk,BK_ B_R_05,Juncus_acutiflorus,,4,,,
De Bruuk,BK_ B_R_05,Ranunculus_acris,,+,,,
De Bruuk,BK_ B_R_05,Dactylorhiza_maculata,,+,,,
De Bruuk,BK_ B_R_05,Agrostis_capillaris,,+,,,
De Bruuk,BK_ B_R_05,Carex_pallescens,,1,,,
De Bruuk,BK_ B_R_05,Carex_pulicaris,,+,,,
De Bruuk,BK_ B_R_05,Ajuga_reptans,,2m,,,
De Bruuk,BK_ B_R_05,Ranunculus_flammula,,r,,,
De Bruuk,BK_ B_R_05,Lysimachia_vulgaris,,1,,,
De Bruuk,BK_ B_R_05,Centaurea_jacea,,+,,,
De Bruuk,BK_ B_R_05,Quercus_robur,,r,,,
De Bruuk,BK_ B_R_05,Luzula_multiflora,,+,,,
De Bruuk,BK_ B_R_05,Carex_hostiana,,+,,,
De Bruuk,BK_ B_R_05,Danthonia_decumbens,,+,,,
De Bruuk,BK_B_TG2_01,Cynosurus_cristatus,,+,,,
De Bruuk,BK_B_TG2_01,Holcus_lanatus,,2m,,,
De Bruuk,BK_B_TG2_01,Succisa_pratensis,,+,,,
De Bruuk,BK_B_TG2_01,Anthoxanthum_odoratum,,2m,,,
De Bruuk,BK_B_TG2_01,Prunella_vulgaris,,2m,,,
De Bruuk,BK_B_TG2_01,Trifolium_pratense,,2b,,,
De Bruuk,BK_B_TG2_01,Silene_floscuculi,,+,,,
De Bruuk,BK_B_TG2_01,Cerastium_fontanum,,+,,,
De Bruuk,BK_B_TG2_01,Juncus_acutiflorus,,3,,,
De Bruuk,BK_B_TG2_01,Ranunculus_acris,,2b,,,
De Bruuk,BK_B_TG2_01,Dactylorhiza_maculata,,+,,,
De Bruuk,BK_B_TG2_01,Plantago_lanceolata,,1,,,
De Bruuk,BK_B_TG2_01,Carex_ovalis,,+,,,
De Bruuk,BK_B_TG2_01,Centaurea_jacea,,+,,,
De Bruuk,BK_B_TG2_01,Vicia_tetrasperma,,+,,,
De Bruuk,BK_B_TG2_02,Carex_panicea,,3,,,
De Bruuk,BK_B_TG2_02,Cynosurus_cristatus,,+,,,
De Bruuk,BK_B_TG2_02,Holcus_lanatus,,+,,,
De Bruuk,BK_B_TG2_02,Salix_cinerea,,2a,,,
De Bruuk,BK_B_TG2_02,Succisa_pratensis,,+,,,
De Bruuk,BK_B_TG2_02,Trifolium_repens,,1,,,
De Bruuk,BK_B_TG2_02,Anthoxanthum_odoratum,,2m,,,
De Bruuk,BK_B_TG2_02,Prunella_vulgaris,,+,,,
De Bruuk,BK_B_TG2_02,Trifolium_pratense,,1,,,
De Bruuk,BK_B_TG2_02,Silene_floscuculi,,+,,,
De Bruuk,BK_B_TG2_02,Potentilla_erecta,,+,,,
De Bruuk,BK_B_TG2_02,Carex_demissa,,+,,,
De Bruuk,BK_B_TG2_02,Juncus_acutiflorus,,3,,,
De Bruuk,BK_B_TG2_02,Dactylorhiza_maculata,,+,,,
De Bruuk,BK_B_TG2_02,Carex_pallescens,,2b,,,
De Bruuk,BK_B_TG2_02,Juncus_conglomeratus,,+,,,
De Bruuk,BK_B_TG2_02,Ajuga_reptans,,+,,,
De Bruuk,BK_B_TG2_02,Centaurea_jacea,,+,,,
De Bruuk,BK_B_TG2_02,Luzula_multiflora,,2m,,,
De Bruuk,BK_B_TG2_02,Deschampsia_flexuosa,,+,,,
De Bruuk,BK_B_TG2_03,Holcus_lanatus,,+,,,
De Bruuk,BK_B_TG2_03,Lotus_pedunculatus,,1,,,
De Bruuk,BK_B_TG2_03,Galium_palustre,,+,,,
De Bruuk,BK_B_TG2_03,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_TG2_03,Juncus_acutiflorus,,3,,,
De Bruuk,BK_B_TG2_03,Carex_disticha,,+,,,
De Bruuk,BK_B_TG2_03,Carex_ovalis,,1,,,
De Bruuk,BK_B_TG2_03,Jacobaea_vulgaris,,1,,,
De Bruuk,BK_B_TG2_03,Ranunculus_flammula,,+,,,
De Bruuk,BK_B_TG2_03,Lysimachia_vulgaris,,2a,,,
De Bruuk,BK_B_TG2_03,Carex_acutiformis,,2a,,,
De Bruuk,BK_B_TG2_03,Agrostis_stolonifera,,2m,,,
De Bruuk,BK_B_TG2_04,Holcus_lanatus,,+,,,
De Bruuk,BK_B_TG2_04,Lotus_pedunculatus,,1,,,
De Bruuk,BK_B_TG2_04,Galium_palustre,,1,,,
De Bruuk,BK_B_TG2_04,Cardamine_pratensis,,+,,,
De Bruuk,BK_B_TG2_04,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_TG2_04,Silene_floscuculi,,+,,,
De Bruuk,BK_B_TG2_04,Juncus_acutiflorus,,2b,,,
De Bruuk,BK_B_TG2_04,Ajuga_reptans,,1,,,
De Bruuk,BK_B_TG2_04,Ranunculus_flammula,,+,,,
De Bruuk,BK_B_TG2_04,Lysimachia_vulgaris,,+,,,
De Bruuk,BK_B_TG2_04,Carex_acutiformis,,3,,,
De Bruuk,BK_B_TG2_04,Agrostis_stolonifera,,2a,,,
De Bruuk,BK_B_TG2_05,Carex_panicea,,2a,,,
De Bruuk,BK_B_TG2_05,Lotus_pedunculatus,,+,,,
De Bruuk,BK_B_TG2_05,Salix_cinerea,,2b,,,
De Bruuk,BK_B_TG2_05,Galium_palustre,,1,,,
De Bruuk,BK_B_TG2_05,Anthoxanthum_odoratum,,1,,,
De Bruuk,BK_B_TG2_05,Juncus_effusus,,2b,,,
De Bruuk,BK_B_TG2_05,Prunella_vulgaris,,+,,,
De Bruuk,BK_B_TG2_05,Cardamine_pratensis,,1,,,
De Bruuk,BK_B_TG2_05,Lythrum_salicaria,,+,,,
De Bruuk,BK_B_TG2_05,Silene_floscuculi,,+,,,
De Bruuk,BK_B_TG2_05,Potentilla_erecta,,+,,,
De Bruuk,BK_B_TG2_05,Carex_demissa,,+,,,
De Bruuk,BK_B_TG2_05,Carex_ovalis,,2b,,,
De Bruuk,BK_B_TG2_05,Ranunculus_flammula,,+,,,
De Bruuk,BK_B_TG2_05,Lysimachia_vulgaris,,+,,,
De Bruuk,BK_B_TG2_05,Centaurea_jacea,,+,,,
De Bruuk,BK_B_TG2_05,Luzula_multiflora,,+,,,
De Bruuk,BK_B_TG2_05,Vicia_tetrasperma,,r,,,
De Bruuk,BK_B_TG2_05,Agrostis_stolonifera,,2m,,,
Landje van Hendriks (Staverden),SD_H_T_01,Trifolium_dubium,,1,,,
Landje van Hendriks (Staverden),SD_H_T_01,Euphrasia_stricta,,2a,,,
Landje van Hendriks (Staverden),SD_H_T_01,Elytrigia_repens,,1,,,
Landje van Hendriks (Staverden),SD_H_T_01,Anthoxanthum_odoratum,,2b,,,
Landje van Hendriks (Staverden),SD_H_T_01,Hypochaeris_radicata,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Luzula_campestris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Hypericum_perforatum,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Pinus_sylvestris,,r,,,
Landje van Hendriks (Staverden),SD_H_T_01,Rumex_acetosella,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Aira_caryophyllea,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Ornithopus_perpusillus,,1,,,
Landje van Hendriks (Staverden),SD_H_T_01,Plantago_lanceolata,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Jacobaea_vulgaris,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Hieracium_laevigatum,,+,,,
Landje van Hendriks (Staverden),SD_H_T_01,Hieracium_pilosella,,2a,,,
Landje van Hendriks (Staverden),SD_H_T_01,Molinia_caerulea,,2a,,,
Landje van Hendriks (Staverden),SD_H_T_02,Holcus_lanatus,,1,,,
Landje van Hendriks (Staverden),SD_H_T_02,Trifolium_dubium,,+,,,
Landje van Hendriks (Staverden),SD_H_T_02,Elytrigia_repens,,+,,,
