site,plot_id,gen_sp,common_nNL,cover,latitude,longitude,
Koolmansdijk,KD_B_R_03,Equisetum_palustre,,1,,,
Koolmansdijk,KD_B_R_03,Plantago_lanceolata,,+,,,
Koolmansdijk,KD_B_R_03,Lysimachia_vulgaris,,+,,,
Koolmansdijk,KD_B_R_03,Centaurea_jacea,,1,,,
Koolmansdijk,KD_B_R_03,Quercus_robur,,r,,,
Koolmansdijk,KD_B_R_03,Danthonia_decumbens,,+,,,
Koolmansdijk,KD_B_R_03,Molinia_caerulea,,3,,,
Koolmansdijk,KD_B_R_03,Carex_nigra,,3,,,
Koolmansdijk,KD_B_R_04,Carex_panicea,,2b,,,
Koolmansdijk,KD_B_R_04,Succisa_pratensis,,+,,,
Koolmansdijk,KD_B_R_04,Juncus_effusus,,+,,,
Koolmansdijk,KD_B_R_04,Luzula_campestris,,+,,,
Koolmansdijk,KD_B_R_04,Potentilla_erecta,,1,,,
Koolmansdijk,KD_B_R_04,Plantago_lanceolata,,+,,,
Koolmansdijk,KD_B_R_04,Lysimachia_vulgaris,,+,,,
Koolmansdijk,KD_B_R_04,Centaurea_jacea,,1,,,
Koolmansdijk,KD_B_R_04,Danthonia_decumbens,,+,,,
Koolmansdijk,KD_B_R_04,Agrostis_stolonifera,,2m,,,
Koolmansdijk,KD_B_R_04,Molinia_caerulea,,3,,,
Koolmansdijk,KD_B_R_04,Carex_nigra,,3,,,
Koolmansdijk,KD_B_R_05,Carex_panicea,,2b,,,
Koolmansdijk,KD_B_R_05,Holcus_lanatus,,r,,,
Koolmansdijk,KD_B_R_05,Lotus_pedunculatus,,+,,,
Koolmansdijk,KD_B_R_05,Succisa_pratensis,,2b,,,
Koolmansdijk,KD_B_R_05,Dactylorhiza_praetermissa,,1,,,
Koolmansdijk,KD_B_R_05,Betula_pubescens,,+,,,
Koolmansdijk,KD_B_R_05,Filipendula_ulmaria,,+,,,
Koolmansdijk,KD_B_R_05,Potentilla_erecta,,+,,,
Koolmansdijk,KD_B_R_05,Juncus_acutiflorus,,2b,,,
Koolmansdijk,KD_B_R_05,Alnus_glutinosa,,r,,,
Koolmansdijk,KD_B_R_05,Phragmites_australis,,2a,,,
Koolmansdijk,KD_B_R_05,Calluna_vulgaris,,2a,,,
Koolmansdijk,KD_B_R_05,Equisetum_palustre,,+,,,
Koolmansdijk,KD_B_R_05,Lysimachia_vulgaris,,+,,,
Koolmansdijk,KD_B_R_05,Centaurea_jacea,,+,,,
Koolmansdijk,KD_B_R_05,Danthonia_decumbens,,+,,,
Koolmansdijk,KD_B_R_05,Molinia_caerulea,,2a,,,
Koolmansdijk,KD_B_R_05,Gentiana_pneumonanthe,,+,,,
Koolmansdijk,KD_B_R_05,Erica_tetralix,,+,,,
Koolmansdijk,KD_B_R_05,Vulpia_myuros,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Holcus_lanatus,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Anthoxanthum_odoratum,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Hypochaeris_radicata,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Luzula_campestris,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Cerastium_fontanum,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Calluna_vulgaris,,3,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Rumex_acetosella,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Danthonia_decumbens,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Deschampia_flexuosa,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Agrostis stolonifera,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Molinia_caerulea,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Veronica_officinalis,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Carex_pilulifera,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Galium_saxatile,,2m,,,
Lange Pad (Dwingelderveld),DV_H_R_01,Festuca_filiformis,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Anthoxanthum_odoratum,,2m,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Hypochaeris_radicata,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Luzula_campestris,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Cerastium_fontanum,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Calluna_vulgaris,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Danthonia_decumbens,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Agrostis_stolonifera,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Hieracium_laevigatum,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Molinia_caerulea,,3,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Nardus_stricta,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Veronica_officinalis,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Carex_pilulifera,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Galium_saxatile,,2m,,,
Lange Pad (Dwingelderveld),DV_H_R_02,Festuca_filiformis,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Hypochaeris_radicata,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Luzula_campestris,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Calluna_vulgaris,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Rumex_acetosella,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Deschampia_flexuosa,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Agrostis_stolonifera,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Veronica_officinalis,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Carex_pilulifera,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Galium_saxatile,,2m,,,
Lange Pad (Dwingelderveld),DV_H_R_03,Festuca_filiformis,,3,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Holcus_lanatus,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Luzula_campestris,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Cerastium_fontanum,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Calluna_vulgaris,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Rubus_sp,,r,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Rumex_acetosella,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Agrostis_stolonifera,,3,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Molinia_caerulea,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Juncus_squarrosus,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Nardus_stricta,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Carex_pilulifera,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Galium_saxatile,,2m,,,
Lange Pad (Dwingelderveld),DV_H_R_04,Festuca_filiformis,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Holcus_lanatus,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Trifolium_repens,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Anthoxanthum_odoratum,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Hypochaeris_radicata,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Prunella_vulgaris,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Luzula_campestris,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Cerastium_fontanum,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Filago_minima,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Rumex_acetosella,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Ornithopus_perpusillus,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Plantago_lanceolata,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Jacobaea_vulgaris,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Agrostis_stolonifera,,3,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Molinia_caerulea,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Rhamnus_frangula,,r,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Nardus_stricta,,2m,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Leontodon_autumnalis,,2b,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Sagina_procumbens,,+,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Vulpia_myuros,,2m,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Carex_pilulifera,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Galium_saxatile,,1,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Festuca_filiformis,,2a,,,
Lange Pad (Dwingelderveld),DV_H_R_05,Illecebrum_verticillatum,,+,,,
Drouwenerzand,DZ_H_R_01,Agrostis_capillaris,,2b,,,
Drouwenerzand,DZ_H_R_01,Rumex_acetosella,,1,,,
Drouwenerzand,DZ_H_R_01,Deschampia_flexuosa,,2m,,,
Drouwenerzand,DZ_H_R_01,Hieracium_pilosella,,3,,,
Drouwenerzand,DZ_H_R_01,Achillea_millefolium,,1,,,
Drouwenerzand,DZ_H_R_01,Nardus_stricta,,2a,,,
Drouwenerzand,DZ_H_R_01,Stellaria_graminea,,1,,,
Drouwenerzand,DZ_H_R_01,Festuca_filiformis,,2a,,,
Drouwenerzand,DZ_H_R_01,Bromus_hordeaceus,,+,,,
Drouwenerzand,DZ_H_R_01,Cirsium_vulgare,,r,,,
Drouwenerzand,DZ_H_R_01,Festuca_rubra,,2a,,,
Drouwenerzand,DZ_H_R_01,Viola_canina,,+,,,
Drouwenerzand,DZ_H_R_02,Trifolium_repens,,2a,,,
Drouwenerzand,DZ_H_R_02,Agrostis_capillaris,,2b,,,
Drouwenerzand,DZ_H_R_02,Rumex_acetosella,,1,,,
Drouwenerzand,DZ_H_R_02,Hieracium_pilosella,,2b,,,
Drouwenerzand,DZ_H_R_02,Achillea_millefolium,,1,,,
Drouwenerzand,DZ_H_R_02,Campanula_rotundifolia,,2m,,,
Drouwenerzand,DZ_H_R_02,Stellaria_graminea,,+,,,
Drouwenerzand,DZ_H_R_02,Festuca_filiformis,,2a,,,
Drouwenerzand,DZ_H_R_02,Festuca_rubra,,2b,,,
Drouwenerzand,DZ_H_R_03,Hypochaeris_radicata,,+,,,
Drouwenerzand,DZ_H_R_03,Cerastium_fontanum,,+,,,
Drouwenerzand,DZ_H_R_03,Calluna_vulgaris,,2b,,,
Drouwenerzand,DZ_H_R_03,Ornithopus_perpusillus,,r,,,
Drouwenerzand,DZ_H_R_03,Galium_saxatile,,+,,,
Drouwenerzand,DZ_H_R_03,Festuca_filiformis,,2a,,,
Drouwenerzand,DZ_H_R_03,Festuca_rubra,,2b,,,
Drouwenerzand,DZ_H_R_03,Viola_canina,,+,,,
Drouwenerzand,DZ_H_R_03,Campanula_rotundifolia,,2m,,,
Drouwenerzand,DZ_H_R_03,Hieracium_pilosella,,2a,,,
Drouwenerzand,DZ_H_R_03,Rumex_acetosella,,2a,,,
Drouwenerzand,DZ_H_R_03,Thymus_serpyllum,,2b,,,
Drouwenerzand,DZ_H_R_04,Hypochaeris_radicata,,1,,,
Drouwenerzand,DZ_H_R_04,Cerastium_fontanum,,+,,,
Drouwenerzand,DZ_H_R_04,Rumex_acetosella,,2a,,,
Drouwenerzand,DZ_H_R_04,Ornithopus_perpusillus,,+,,,
Drouwenerzand,DZ_H_R_04,Agrostis_stolonifera,,2m,,,
Drouwenerzand,DZ_H_R_04,Hieracium_pilosella,,2a,,,
Drouwenerzand,DZ_H_R_04,Jasione_montana,,+,,,
Drouwenerzand,DZ_H_R_04,Galium_saxatile,,1,,,
Drouwenerzand,DZ_H_R_04,Festuca_filiformis,,2a,,,
Drouwenerzand,DZ_H_R_04,Festuca_rubra,,2b,,,
Drouwenerzand,DZ_H_R_04,Thymus_serpyllum,,3,,,
Drouwenerzand,DZ_H_R_05,Cerastium_fontanum,,+,,,
Drouwenerzand,DZ_H_R_05,Rumex_acetosella,,1,,,
Drouwenerzand,DZ_H_R_05,Ornithopus_perpusillus,,+,,,
Drouwenerzand,DZ_H_R_05,Agrostis_stolonifera,,2b,,,
Drouwenerzand,DZ_H_R_05,Hieracium_pilosella,,2a,,,
Drouwenerzand,DZ_H_R_05,Jasione_montana,,+,,,
Drouwenerzand,DZ_H_R_05,Festuca_filiformis,,2b,,,
Drouwenerzand,DZ_H_R_05,Festuca_rubra,,2b,,,
Drouwenerzand,DZ_H_R_05,Viola_canina,,1,,,
Drouwenerzand,DZ_H_R_05,Thymus_serpyllum,,2a,,,
Havelterberg,HV_H_R_01,Holcus_lanatus,,1,,,
Havelterberg,HV_H_R_01,Euphrasia_stricta,,1,,,
Havelterberg,HV_H_R_01,Anthoxanthum_odoratum,,2a,,,
Havelterberg,HV_H_R_01,Hypochaeris_radicata,,2a,,,
Havelterberg,HV_H_R_01,Luzula_campestris,,+,,,
Havelterberg,HV_H_R_01,Agrostis_capillaris,,3,,,
Havelterberg,HV_H_R_01,Calluna_vulgaris,,+,,,
Havelterberg,HV_H_R_01,Rumex_acetosella,,+,,,
Havelterberg,HV_H_R_01,Ornithopus_perpusillus,,1,,,
Havelterberg,HV_H_R_01,Plantago_lanceolata,,2a,,,
Havelterberg,HV_H_R_01,Hieracium_pilosella,,1,,,
Havelterberg,HV_H_R_01,Achillea_millefolium,,1,,,
Havelterberg,HV_H_R_01,Jasione_montana,,1,,,
Havelterberg,HV_H_R_01,Leontodon_autumnalis,,+,,,
Havelterberg,HV_H_R_01,Festuca_filiformis,,+,,,
Havelterberg,HV_H_R_01,Festuca_rubra,,2a,,,
Havelterberg,HV_H_R_01,Solidago_virgaurea,,+,,,
Havelterberg,HV_H_R_02,Holcus_lanatus,,1,,,
Havelterberg,HV_H_R_02,Euphrasia_stricta,,1,,,
Havelterberg,HV_H_R_02,Anthoxanthum_odoratum,,2m,,,
Havelterberg,HV_H_R_02,Hypochaeris_radicata,,2a,,,
Havelterberg,HV_H_R_02,Luzula_campestris,,+,,,
Havelterberg,HV_H_R_02,Agrostis_capillaris,,2b,,,
Havelterberg,HV_H_R_02,Calluna_vulgaris,,2a,,,
Havelterberg,HV_H_R_02,Rumex_acetosella,,+,,,
Havelterberg,HV_H_R_02,Plantago_lanceolata,,2b,,,
Havelterberg,HV_H_R_02,Agrostis_stolonifera,,2b,,,
Havelterberg,HV_H_R_02,Achillea_millefolium,,1,,,
Havelterberg,HV_H_R_02,Campanula_rotundifolia,,+,,,
Havelterberg,HV_H_R_02,Jasione_montana,,+,,,
Havelterberg,HV_H_R_02,Leontodon_autumnalis,,+,,,
Havelterberg,HV_H_R_02,Festuca_rubra,,2a,,,
Havelterberg,HV_H_R_02,Solidago_virgaurea,,+,,,
Havelterberg,HV_H_R_03,Holcus_lanatus,,2a,,,
Havelterberg,HV_H_R_03,Succisa_pratensis,,2b,,,
Havelterberg,HV_H_R_03,Euphrasia_stricta,,1,,,
Havelterberg,HV_H_R_03,Anthoxanthum_odoratum,,2m,,,
Havelterberg,HV_H_R_03,Hypochaeris_radicata,,2b,,,
Havelterberg,HV_H_R_03,Luzula_campestris,,+,,,
Havelterberg,HV_H_R_03,Rumex_acetosella,,+,,,
Havelterberg,HV_H_R_03,Ornithopus_perpusillus,,+,,,
Havelterberg,HV_H_R_03,Plantago_lanceolata,,1,,,
Havelterberg,HV_H_R_03,Deschampia_flexuosa,,2b,,,
Havelterberg,HV_H_R_03,Agrostis_stolonifera,,2b,,,
Havelterberg,HV_H_R_03,Hieracium_pilosella,,2a,,,
Havelterberg,HV_H_R_03,Achillea_millefolium,,+,,,
Havelterberg,HV_H_R_03,Campanula_rotundifolia,,1,,,
Havelterberg,HV_H_R_03,Leontodon_autumnalis,,+,,,
Havelterberg,HV_H_R_03,Festuca_filiformis,,+,,,
Havelterberg,HV_H_R_03,Festuca_rubra,,2b,,,
Havelterberg,HV_H_R_03,Solidago_virgaurea,,+,,,
Havelterberg,HV_H_R_04,Holcus_lanatus,,1,,,
Havelterberg,HV_H_R_04,Succisa_pratensis,,+,,,
Havelterberg,HV_H_R_04,Euphrasia_stricta,,1,,,
Havelterberg,HV_H_R_04,Anthoxanthum_odoratum,,1,,,
Havelterberg,HV_H_R_04,Hypochaeris_radicata,,2b,,,
Havelterberg,HV_H_R_04,Luzula_campestris,,+,,,
Havelterberg,HV_H_R_04,Rumex_acetosella,,1,,,
Havelterberg,HV_H_R_04,Ornithopus_perpusillus,,+,,,
Havelterberg,HV_H_R_04,Lotus_corniculatus,,1,,,
Havelterberg,HV_H_R_04,Jacobaea_vulgaris,,r,,,
Havelterberg,HV_H_R_04,Deschampia_flexuosa,,2b,,,
Havelterberg,HV_H_R_04,Agrostis_stolonifera,,3,,,
Havelterberg,HV_H_R_04,Achillea_millefolium,,+,,,
Havelterberg,HV_H_R_04,Jasione_montana,,1,,,
Havelterberg,HV_H_R_04,Leontodon_autumnalis,,+,,,
Havelterberg,HV_H_R_04,Galium_saxatile,,+,,,
Havelterberg,HV_H_R_04,Festuca_rubra,,2m,,,
Havelterberg,HV_H_R_04,Solidago_virgaurea,,r,,,
Havelterberg,HV_H_R_04,Aira_praecox,,1,,,
Havelterberg,HV_H_R_05,Euphrasia_stricta,,1,,,
Havelterberg,HV_H_R_05,Anthoxanthum_odoratum,,2m,,,
Havelterberg,HV_H_R_05,Hypochaeris_radicata,,2a,,,
Havelterberg,HV_H_R_05,Calluna_vulgaris,,2a,,,
Havelterberg,HV_H_R_05,Rumex_acetosella,,+,,,
Havelterberg,HV_H_R_05,Ornithopus_perpusillus,,+,,,
Havelterberg,HV_H_R_05,Plantago_lanceolata,,+,,,
Havelterberg,HV_H_R_05,Deschampia_flexuosa,,2b,,,
Havelterberg,HV_H_R_05,Agrostis_stolonifera,,3,,,
Havelterberg,HV_H_R_05,Hieracium_pilosella,,1,,,
Havelterberg,HV_H_R_05,Achillea_millefolium,,2a,,,
Havelterberg,HV_H_R_05,Campanula_rotundifolia,,1,,,
Havelterberg,HV_H_R_05,Leontodon_autumnalis,,+,,,
Havelterberg,HV_H_R_05,Festuca_rubra,,2b,,,
Havelterberg,HV_H_R_05,Solidago_virgaurea,,+,,,
Havelterberg,HV_H_R_05,Aira_praecox,,1,,,
Havelterberg,HV_H_R_05,Cytisus_scoparius,,r,,,
de Maij (Vlijmens Ven),VV_B_M_01,Trifolium_repens,,2a,,,
de Maij (Vlijmens Ven),VV_B_M_01,Juncus_effusus,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_01,Trifolium_pratense,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_01,Ranunculus_repens,,1,,,
de Maij (Vlijmens Ven),VV_B_M_01,Ranunculus_acris,,1,,,
de Maij (Vlijmens Ven),VV_B_M_01,Phragmites_australis,,r,,,
de Maij (Vlijmens Ven),VV_B_M_01,Lotus_corniculatus,,1,,,
de Maij (Vlijmens Ven),VV_B_M_01,Plantago_lanceolata,,1,,,
de Maij (Vlijmens Ven),VV_B_M_01,Centaurea_jacea,,+,,,
de Maij (Vlijmens Ven),VV_B_M_01,Agrostis_stolonifera,,3,,,
de Maij (Vlijmens Ven),VV_B_M_01,Vicia_cracca,,+,,,
de Maij (Vlijmens Ven),VV_B_M_01,Plantago_major,,+,,,
de Maij (Vlijmens Ven),VV_B_M_01,Cirsium_arvense,,+,,,
de Maij (Vlijmens Ven),VV_B_M_01,Daucus_carota,,+,,,
de Maij (Vlijmens Ven),VV_B_M_01,Lolium_perenne,,3,,,
de Maij (Vlijmens Ven),VV_B_M_01,Pulicaria_dysenterica,,+,,,
de Maij (Vlijmens Ven),VV_B_M_02,Holcus_lanatus,,3,,,
de Maij (Vlijmens Ven),VV_B_M_02,Cirsium_palustre,,+,,,
de Maij (Vlijmens Ven),VV_B_M_02,Ranunculus_repens,,1,,,
de Maij (Vlijmens Ven),VV_B_M_02,Phragmites_australis,,1,,,
de Maij (Vlijmens Ven),VV_B_M_02,Carex_hirta,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_02,Lotus_corniculatus,,3,,,
de Maij (Vlijmens Ven),VV_B_M_02,Plantago_lanceolata,,1,,,
de Maij (Vlijmens Ven),VV_B_M_02,Jacobaea_vulgaris,,+,,,
de Maij (Vlijmens Ven),VV_B_M_02,Centaurea_jacea,,2a,,,
de Maij (Vlijmens Ven),VV_B_M_02,Agrostis_stolonifera,,3,,,
de Maij (Vlijmens Ven),VV_B_M_02,Rumex_crispus,,r,,,
de Maij (Vlijmens Ven),VV_B_M_02,Convolvulus_sepium,,+,,,
de Maij (Vlijmens Ven),VV_B_M_02,Rumex_conglomeratus,,r,,,
de Maij (Vlijmens Ven),VV_B_M_02,Stachys_palustris,,+,,,
de Maij (Vlijmens Ven),VV_B_M_02,Symphytum_officinale,,r,,,
de Maij (Vlijmens Ven),VV_B_M_03,Juncus_effusus,,3,,,
de Maij (Vlijmens Ven),VV_B_M_03,Trifolium_pratense,,1,,,
de Maij (Vlijmens Ven),VV_B_M_03,Cirsium_palustre,,r,,,
de Maij (Vlijmens Ven),VV_B_M_03,Ranunculus_repens,,1,,,
de Maij (Vlijmens Ven),VV_B_M_03,Ranunculus_acris,,1,,,
de Maij (Vlijmens Ven),VV_B_M_03,Carex_hirta,,3,,,
de Maij (Vlijmens Ven),VV_B_M_03,Lotus_corniculatus,,1,,,
de Maij (Vlijmens Ven),VV_B_M_03,Plantago_lanceolata,,2a,,,
de Maij (Vlijmens Ven),VV_B_M_03,Centaurea_jacea,,+,,,
de Maij (Vlijmens Ven),VV_B_M_03,Agrostis_stolonifera,,3,,,
de Maij (Vlijmens Ven),VV_B_M_03,Leucanthemum_vulgare,,+,,,
de Maij (Vlijmens Ven),VV_B_M_03,Vicia_cracca,,2a,,,
de Maij (Vlijmens Ven),VV_B_M_03,Daucus_carota,,+,,,
de Maij (Vlijmens Ven),VV_B_M_03,Lolium_perenne,,2m,,,
de Maij (Vlijmens Ven),VV_B_M_04,Holcus_lanatus,,3,,,
de Maij (Vlijmens Ven),VV_B_M_04,Cerastium_fontanum,,+,,,
de Maij (Vlijmens Ven),VV_B_M_04,Hypericum_perforatum,,2a,,,
de Maij (Vlijmens Ven),VV_B_M_04,Plantago_lanceolata,,+,,,
de Maij (Vlijmens Ven),VV_B_M_04,Jacobaea_vulgaris,,+,,,
de Maij (Vlijmens Ven),VV_B_M_04,Centaurea_jacea,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_04,Agrostis_stolonifera,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_04,Achillea_millefolium,,1,,,
de Maij (Vlijmens Ven),VV_B_M_04,Dactylis_glomerata,,2m,,,
de Maij (Vlijmens Ven),VV_B_M_04,Daucus_carota,,1,,,
de Maij (Vlijmens Ven),VV_B_M_04,Persicaria_amphibia,,r,,,
de Maij (Vlijmens Ven),VV_B_M_04,Bolboschoenus_maritimus,,3,,,
de Maij (Vlijmens Ven),VV_B_M_05,Holcus_lanatus,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_05,Lotus_corniculatus,,1,,,
de Maij (Vlijmens Ven),VV_B_M_05,Anthoxanthum_odoratum,,1,,,
de Maij (Vlijmens Ven),VV_B_M_05,Juncus_effusus,,+,,,
de Maij (Vlijmens Ven),VV_B_M_05,Cirsium_palustre,,+,,,
de Maij (Vlijmens Ven),VV_B_M_05,Ranunculus_repens,,1,,,
de Maij (Vlijmens Ven),VV_B_M_05,Phragmites_australis,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_05,Carex_hirta,,3,,,
de Maij (Vlijmens Ven),VV_B_M_05,Rumex_acetosa,,+,,,
de Maij (Vlijmens Ven),VV_B_M_05,Carex_ovalis,,+,,,
de Maij (Vlijmens Ven),VV_B_M_05,Centaurea_jacea,,+,,,
de Maij (Vlijmens Ven),VV_B_M_05,Agrostis_stolonifera,,2b,,,
de Maij (Vlijmens Ven),VV_B_M_05,Persicaria_amphibia,,+,,,
Langstraat,LS_B_R_01,Carex_panicea,,2a,,,
Langstraat,LS_B_R_01,Salix_cinerea,,2b,,,
Langstraat,LS_B_R_01,Succisa_pratensis,,r,,,
Langstraat,LS_B_R_01,Drosera_intermedia,,+,,,
Langstraat,LS_B_R_01,Potentilla_erecta,,1,,,
Langstraat,LS_B_R_01,Carex_demissa,,+,,,
Langstraat,LS_B_R_01,Juncus_acutiflorus,,2a,,,
Langstraat,LS_B_R_01,Molinia_caerulea,,3,,,
Langstraat,LS_B_R_01,Gentiana_pneumonanthe,,+,,,
Langstraat,LS_B_R_01,Erica_tetralix,,3,,,
Langstraat,LS_B_R_01,Osmunda_regalis,,2a,,,
Langstraat,LS_B_R_02,Carex_panicea,,2a,,,
Langstraat,LS_B_R_02,Juncus_articulatus,,1,,,
Langstraat,LS_B_R_02,Succisa_pratensis,,1,,,
Langstraat,LS_B_R_02,Anthoxanthum_odoratum,,+,,,
Langstraat,LS_B_R_02,Betula_pubescens,,+,,,
Langstraat,LS_B_R_02,Betula_pendula,,+,,,
Langstraat,LS_B_R_02,Potentilla_erecta,,2a,,,
Langstraat,LS_B_R_02,Carex_demissa,,+,,,
Langstraat,LS_B_R_02,Drosera_rotundifolia,,+,,,
Langstraat,LS_B_R_02,Juncus_acutiflorus,,2a,,,
Langstraat,LS_B_R_02,Alnus_glutinosa,,2b,,,
Langstraat,LS_B_R_02,Quercus_robur,,+,,,
Langstraat,LS_B_R_02,Danthonia_decumbens,,+,,,
Langstraat,LS_B_R_02,Molinia_caerulea,,2b,,,
Langstraat,LS_B_R_02,Erica_tetralix,,2a,,,
Langstraat,LS_B_R_02,Narthecium_ossifragum,,r,,,
Langstraat,LS_B_R_02,Sorbus_aucuparia,,+,,,
Langstraat,LS_B_R_03,Carex_panicea,,2b,,,
Langstraat,LS_B_R_03,Cirsium_dissectum,,1,,,
Langstraat,LS_B_R_03,Drosera_intermedia,,1,,,
Langstraat,LS_B_R_03,Potentilla_erecta,,1,,,
Langstraat,LS_B_R_03,Drosera_rotundifolia,,+,,,
Langstraat,LS_B_R_03,Juncus_acutiflorus,,+,,,
Langstraat,LS_B_R_03,Molinia_caerulea,,3,,,
Langstraat,LS_B_R_03,Gentiana_pneumonanthe,,+,,,
Langstraat,LS_B_R_03,Erica_tetralix,,3,,,
Langstraat,LS_B_R_03,Eleocharis_multicaulis,,2a,,,
Langstraat,LS_B_R_03,Rhynchospora_alba,,+,,,
Langstraat,LS_B_R_04,Carex_panicea,,2a,,,
Langstraat,LS_B_R_04,Betula_pubescens,,+,,,
Langstraat,LS_B_R_04,Cirsium_dissectum,,1,,,
Langstraat,LS_B_R_04,Drosera_intermedia,,1,,,
Langstraat,LS_B_R_04,Betula_pendula,,+,,,
Langstraat,LS_B_R_04,Potentilla_erecta,,+,,,
Langstraat,LS_B_R_04,Drosera_rotundifolia,,+,,,
Langstraat,LS_B_R_04,Juncus_acutiflorus,,2b,,,
Langstraat,LS_B_R_04,Lysimachia_vulgaris,,r,,,
Langstraat,LS_B_R_04,Molinia_caerulea,,3,,,
Langstraat,LS_B_R_04,Erica_tetralix,,3,,,
Langstraat,LS_B_R_04,Narthecium_ossifragum,,+,,,
Langstraat,LS_B_R_04,Eleocharis_multicaulis,,2a,,,
Langstraat,LS_B_R_04,Rhynchospora_alba,,+,,,
Langstraat,LS_B_R_04,Lycopodiella_inundata,,1,,,
Langstraat,LS_B_R_05,Carex_panicea,,2a,,,
Langstraat,LS_B_R_05,Salix_cinerea,,+,,,
